league,season,team,player,nation,pos,age,born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
ENG-Premier League,1920,Arsenal,Ainsley Maitland-Niles,ENG,DF,21,1997,15.4,0,4,1,25.0,0.26,0.06,0.0,0.0,18.0,0,0,0,0.4,0.4,0.11,-0.4,-0.4
ENG-Premier League,1920,Arsenal,Alexandre Lacazette,FRA,FW,28,1991,20.8,10,52,26,50.0,2.5,1.25,0.19,0.38,12.6,3,0,0,8.1,8.1,0.17,1.9,1.9
ENG-Premier League,1920,Arsenal,Bernd Leno,GER,GK,27,1992,29.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Arsenal,Bukayo Saka,ENG,"DF,FW",17,2001,19.5,1,13,4,30.8,0.67,0.21,0.08,0.25,17.9,0,0,0,1.0,1.0,0.07,0.0,0.0
ENG-Premier League,1920,Arsenal,Calum Chambers,ENG,DF,24,1995,12.2,1,12,2,16.7,0.98,0.16,0.08,0.5,12.0,0,0,0,0.8,0.8,0.07,0.2,0.2
ENG-Premier League,1920,Arsenal,Cédric Soares,POR,"MF,DF",27,1991,2.8,1,1,1,100.0,0.36,0.36,1.0,1.0,26.4,0,0,0,0.0,0.0,0.02,1.0,1.0
ENG-Premier League,1920,Arsenal,Dani Ceballos,ESP,MF,22,1996,18.8,0,13,3,23.1,0.69,0.16,0.0,0.0,22.8,0,0,0,0.6,0.6,0.04,-0.6,-0.6
ENG-Premier League,1920,Arsenal,David Luiz,BRA,DF,32,1987,31.2,2,23,8,34.8,0.74,0.26,0.09,0.25,20.4,7,0,0,1.6,1.6,0.07,0.4,0.4
ENG-Premier League,1920,Arsenal,Eddie Nketiah,ENG,FW,20,1999,7.0,2,15,5,33.3,2.13,0.71,0.13,0.4,12.2,0,0,0,3.1,3.1,0.21,-1.1,-1.1
ENG-Premier League,1920,Arsenal,Emile Smith Rowe,ENG,MF,19,2000,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Arsenal,Emiliano Martínez,ARG,GK,26,1992,8.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Arsenal,Gabriel Martinelli,BRA,FW,18,2001,7.4,3,12,5,41.7,1.63,0.68,0.25,0.6,12.9,0,0,0,2.2,2.2,0.18,0.8,0.8
ENG-Premier League,1920,Arsenal,Granit Xhaka,SUI,MF,26,1992,28.7,1,11,3,27.3,0.38,0.1,0.09,0.33,23.0,0,0,0,0.5,0.5,0.05,0.5,0.5
ENG-Premier League,1920,Arsenal,Henrikh Mkhitaryan,ARM,FW,30,1989,1.2,0,2,0,0.0,1.61,0.0,0.0,,13.5,0,0,0,0.3,0.3,0.16,-0.3,-0.3
ENG-Premier League,1920,Arsenal,Héctor Bellerín,ESP,"DF,MF",24,1995,12.9,1,7,2,28.6,0.54,0.16,0.14,0.5,16.9,0,0,0,0.4,0.4,0.05,0.6,0.6
ENG-Premier League,1920,Arsenal,Joe Willock,ENG,"MF,FW",19,1999,9.5,1,15,4,26.7,1.58,0.42,0.07,0.25,16.7,0,0,0,1.6,1.6,0.11,-0.6,-0.6
ENG-Premier League,1920,Arsenal,Kieran Tierney,SCO,"DF,MF",22,1997,11.0,1,6,2,33.3,0.55,0.18,0.17,0.5,20.6,0,0,0,0.2,0.2,0.04,0.8,0.8
ENG-Premier League,1920,Arsenal,Lucas Torreira,URU,MF,23,1996,16.8,1,21,6,28.6,1.25,0.36,0.05,0.17,18.8,0,0,0,1.4,1.4,0.07,-0.4,-0.4
ENG-Premier League,1920,Arsenal,Mattéo Guendouzi,FRA,MF,20,1999,19.4,0,11,5,45.5,0.57,0.26,0.0,0.0,22.2,0,0,0,0.8,0.8,0.07,-0.8,-0.8
ENG-Premier League,1920,Arsenal,Mesut Özil,GER,MF,30,1988,16.0,1,9,3,33.3,0.56,0.19,0.11,0.33,14.2,0,0,0,1.4,1.4,0.16,-0.4,-0.4
ENG-Premier League,1920,Arsenal,Nacho Monreal,ESP,DF,33,1986,3.0,0,1,0,0.0,0.33,0.0,0.0,,9.8,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,1920,Arsenal,Nicolas Pépé,CIV,FW,24,1995,22.3,5,49,17,34.7,2.19,0.76,0.08,0.24,20.0,7,1,1,4.9,4.1,0.08,0.1,-0.1
ENG-Premier League,1920,Arsenal,Pablo Marí,ESP,DF,25,1993,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Arsenal,Pierre-Emerick Aubameyang,GAB,FW,30,1989,34.8,22,91,40,44.0,2.61,1.15,0.22,0.5,15.5,2,2,2,14.7,13.2,0.14,7.3,6.8
ENG-Premier League,1920,Arsenal,Reiss Nelson,ENG,FW,19,1999,7.0,1,11,4,36.4,1.57,0.57,0.09,0.25,17.4,0,0,0,0.9,0.9,0.08,0.1,0.1
ENG-Premier League,1920,Arsenal,Rob Holding,ENG,DF,23,1995,6.5,0,2,0,0.0,0.31,0.0,0.0,,6.3,0,0,0,0.2,0.2,0.11,-0.2,-0.2
ENG-Premier League,1920,Arsenal,Sead Kolašinac,BIH,DF,26,1993,18.9,0,4,0,0.0,0.21,0.0,0.0,,12.2,0,0,0,0.4,0.4,0.1,-0.4,-0.4
ENG-Premier League,1920,Arsenal,Shkodran Mustafi,GER,DF,27,1992,13.4,0,11,3,27.3,0.82,0.22,0.0,0.0,9.4,0,0,0,0.9,0.9,0.08,-0.9,-0.9
ENG-Premier League,1920,Arsenal,Sokratis Papastathopoulos,GRE,DF,31,1988,18.8,2,7,2,28.6,0.37,0.11,0.29,1.0,9.9,0,0,0,1.1,1.1,0.15,0.9,0.9
ENG-Premier League,1920,Aston Villa,Ahmed Elmohamady,EGY,DF,31,1987,11.5,1,5,1,20.0,0.44,0.09,0.2,1.0,11.1,0,0,0,0.2,0.2,0.05,0.8,0.8
ENG-Premier League,1920,Aston Villa,Anwar El Ghazi,NED,"FW,MF",24,1995,22.8,4,51,19,37.3,2.24,0.83,0.06,0.16,18.9,5,1,1,6.2,5.4,0.11,-2.2,-2.4
ENG-Premier League,1920,Aston Villa,Björn Engels,BEL,DF,24,1994,16.1,1,8,1,12.5,0.5,0.06,0.13,1.0,7.8,0,0,0,1.0,0.9,0.11,0.0,0.1
ENG-Premier League,1920,Aston Villa,Borja Bastón,ESP,"MF,FW",26,1992,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Aston Villa,Conor Hourihane,IRL,MF,28,1991,17.0,3,29,10,34.5,1.7,0.59,0.1,0.3,21.4,6,0,0,1.7,1.7,0.06,1.3,1.3
ENG-Premier League,1920,Aston Villa,Danny Drinkwater,ENG,MF,29,1990,2.9,0,2,0,0.0,0.69,0.0,0.0,,18.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,1920,Aston Villa,Douglas Luiz,BRA,MF,21,1998,29.0,3,38,12,31.6,1.31,0.41,0.08,0.25,24.0,3,0,0,2.6,2.6,0.07,0.4,0.4
ENG-Premier League,1920,Aston Villa,Ezri Konsa,ENG,DF,21,1997,22.7,1,11,4,36.4,0.49,0.18,0.09,0.25,13.0,0,0,0,1.5,1.5,0.13,-0.5,-0.5
ENG-Premier League,1920,Aston Villa,Frederic Guilbert,FRA,"DF,MF",24,1994,22.7,0,8,3,37.5,0.35,0.13,0.0,0.0,21.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,1920,Aston Villa,Henri Lansbury,ENG,MF,28,1990,2.2,0,2,0,0.0,0.92,0.0,0.0,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,1920,Aston Villa,Indiana Vassilev,USA,"FW,MF",18,2001,0.6,0,1,0,0.0,1.76,0.0,0.0,,21.9,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,1920,Aston Villa,Jack Grealish,ENG,"FW,MF",23,1995,35.9,8,72,23,31.9,2.0,0.64,0.11,0.35,18.5,1,0,1,6.8,6.0,0.08,1.2,2.0
ENG-Premier League,1920,Aston Villa,Jed Steer,ENG,GK,26,1992,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Aston Villa,John McGinn,SCO,MF,24,1994,25.7,3,55,20,36.4,2.14,0.78,0.05,0.15,21.3,1,0,0,3.9,3.9,0.07,-0.9,-0.9
ENG-Premier League,1920,Aston Villa,Jonathan Kodjia,CIV,FW,29,1989,1.3,0,2,0,0.0,1.54,0.0,0.0,,19.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,1920,Aston Villa,Jota,ESP,"FW,MF",28,1991,3.7,0,6,1,16.7,1.61,0.27,0.0,0.0,18.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ENG-Premier League,1920,Aston Villa,Keinan Davis,ENG,FW,21,1998,6.1,0,17,5,29.4,2.79,0.82,0.0,0.0,9.6,0,0,0,2.7,2.7,0.16,-2.7,-2.7
ENG-Premier League,1920,Aston Villa,Kortney Hause,ENG,DF,24,1995,17.2,1,20,3,15.0,1.17,0.17,0.05,0.33,8.3,0,0,0,2.5,2.5,0.13,-1.5,-1.5
ENG-Premier League,1920,Aston Villa,Marvelous Nakamba,ZIM,MF,25,1994,20.4,0,7,1,14.3,0.34,0.05,0.0,0.0,29.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2
ENG-Premier League,1920,Aston Villa,Matt Targett,ENG,"DF,MF",23,1995,25.5,1,7,4,57.1,0.27,0.16,0.14,0.25,16.5,1,0,0,0.4,0.4,0.06,0.6,0.6
ENG-Premier League,1920,Aston Villa,Mbwana Samatta,TAN,FW,26,1992,10.5,1,17,3,17.6,1.62,0.29,0.06,0.33,10.8,0,0,0,2.3,2.3,0.14,-1.3,-1.3
ENG-Premier League,1920,Aston Villa,Neil Taylor,WAL,DF,30,1989,12.1,0,3,0,0.0,0.25,0.0,0.0,,15.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ENG-Premier League,1920,Aston Villa,Pepe Reina,ESP,GK,36,1982,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Aston Villa,Tom Heaton,ENG,GK,33,1986,19.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Aston Villa,Trézéguet,EGY,"FW,MF",24,1994,21.7,6,50,17,34.0,2.31,0.78,0.12,0.35,17.4,4,0,0,4.7,4.7,0.09,1.3,1.3
ENG-Premier League,1920,Aston Villa,Tyrone Mings,ENG,DF,26,1993,32.2,2,8,3,37.5,0.25,0.09,0.25,0.67,9.9,0,0,0,0.8,0.8,0.1,1.2,1.2
ENG-Premier League,1920,Aston Villa,Wesley Moraes,BRA,FW,22,1996,19.8,5,34,17,50.0,1.72,0.86,0.15,0.29,12.6,0,0,1,6.4,5.5,0.16,-1.4,-0.5
ENG-Premier League,1920,Aston Villa,Ørjan Nyland,NOR,GK,28,1990,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Bournemouth,Aaron Ramsdale,ENG,GK,21,1998,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1920,Bournemouth,Adam Smith,ENG,DF,28,1991,22.8,0,4,1,25.0,0.18,0.04,0.0,0.0,19.5,0,0,0,0.8,0.8,0.19,-0.8,-0.8
ENG-Premier League,1920,Bournemouth,Andrew Surman,ENG,MF,32,1986,2.6,0,1,0,0.0,0.38,0.0,0.0,,26.6,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,1920,Bournemouth,Arnaut Danjuma,NED,MF,22,1997,7.0,0,13,4,30.8,1.86,0.57,0.0,0.0,19.0,1,0,0,1.2,1.2,0.09,-1.2,-1.2
ENG-Premier League,1920,Bournemouth,Callum Wilson,ENG,FW,27,1992,32.3,8,55,21,38.2,1.7,0.65,0.15,0.38,12.4,0,0,0,9.9,9.9,0.18,-1.9,-1.9
ENG-Premier League,1920,Bournemouth,Charlie Daniels,ENG,DF,32,1986,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
